image_path,filename,class,class_folder,file_size_mb,split
covid_classifier\data\raw\Normal\Normal-2946.png,Normal-2946.png,NORMAL,Normal,0.03945732116699219,train
covid_classifier\data\raw\COVID\COVID-3486.png,COVID-3486.png,COVID-19,COVID,0.03756904602050781,train
covid_classifier\data\raw\Normal\Normal-7504.png,Normal-7504.png,NORMAL,Normal,0.036263465881347656,train
covid_classifier\data\raw\Normal\Normal-3482.png,Normal-3482.png,NORMAL,Normal,0.036820411682128906,train
covid_classifier\data\raw\COVID\COVID-1860.png,COVID-1860.png,COVID-19,COVID,0.03523731231689453,train
covid_classifier\data\raw\Normal\Normal-4656.png,Normal-4656.png,NORMAL,Normal,0.034483909606933594,train
covid_classifier\data\raw\Normal\Normal-2248.png,Normal-2248.png,NORMAL,Normal,0.030170440673828125,train
covid_classifier\data\raw\Normal\Normal-7704.png,Normal-7704.png,NORMAL,Normal,0.036304473876953125,train
covid_classifier\data\raw\COVID\COVID-1640.png,COVID-1640.png,COVID-19,COVID,0.045612335205078125,train
covid_classifier\data\raw\Normal\Normal-7291.png,Normal-7291.png,NORMAL,Normal,0.037308692932128906,train
covid_classifier\data\raw\Normal\Normal-10033.png,Normal-10033.png,NORMAL,Normal,0.0343017578125,train
covid_classifier\data\raw\Normal\Normal-4483.png,Normal-4483.png,NORMAL,Normal,0.03577423095703125,train
covid_classifier\data\raw\Normal\Normal-8111.png,Normal-8111.png,NORMAL,Normal,0.03447723388671875,train
covid_classifier\data\raw\Normal\Normal-4648.png,Normal-4648.png,NORMAL,Normal,0.03745555877685547,train
covid_classifier\data\raw\Normal\Normal-9204.png,Normal-9204.png,NORMAL,Normal,0.028839111328125,train
covid_classifier\data\raw\Normal\Normal-8742.png,Normal-8742.png,NORMAL,Normal,0.03515625,train
covid_classifier\data\raw\COVID\COVID-1354.png,COVID-1354.png,COVID-19,COVID,0.04395103454589844,train
covid_classifier\data\raw\Normal\Normal-7183.png,Normal-7183.png,NORMAL,Normal,0.03496551513671875,train
covid_classifier\data\raw\Normal\Normal-573.png,Normal-573.png,NORMAL,Normal,0.03944110870361328,train
covid_classifier\data\raw\COVID\COVID-23.png,COVID-23.png,COVID-19,COVID,0.04032611846923828,train
covid_classifier\data\raw\Normal\Normal-6732.png,Normal-6732.png,NORMAL,Normal,0.035050392150878906,train
covid_classifier\data\raw\Normal\Normal-9954.png,Normal-9954.png,NORMAL,Normal,0.03128623962402344,train
covid_classifier\data\raw\Normal\Normal-445.png,Normal-445.png,NORMAL,Normal,0.03946971893310547,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1040.png,Viral Pneumonia-1040.png,PNEUMONIA,Viral Pneumonia,0.036746978759765625,train
covid_classifier\data\raw\Normal\Normal-5121.png,Normal-5121.png,NORMAL,Normal,0.03755378723144531,train
covid_classifier\data\raw\Normal\Normal-9435.png,Normal-9435.png,NORMAL,Normal,0.035462379455566406,train
covid_classifier\data\raw\Normal\Normal-666.png,Normal-666.png,NORMAL,Normal,0.03960990905761719,train
covid_classifier\data\raw\Normal\Normal-5888.png,Normal-5888.png,NORMAL,Normal,0.03319263458251953,train
covid_classifier\data\raw\COVID\COVID-926.png,COVID-926.png,COVID-19,COVID,0.03344917297363281,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-929.png,Viral Pneumonia-929.png,PNEUMONIA,Viral Pneumonia,0.051822662353515625,train
covid_classifier\data\raw\Normal\Normal-2040.png,Normal-2040.png,NORMAL,Normal,0.03471946716308594,train
covid_classifier\data\raw\Normal\Normal-1782.png,Normal-1782.png,NORMAL,Normal,0.036643028259277344,train
covid_classifier\data\raw\Normal\Normal-2160.png,Normal-2160.png,NORMAL,Normal,0.03641510009765625,train
covid_classifier\data\raw\Normal\Normal-3370.png,Normal-3370.png,NORMAL,Normal,0.03537178039550781,train
covid_classifier\data\raw\COVID\COVID-2875.png,COVID-2875.png,COVID-19,COVID,0.03570079803466797,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-282.png,Viral Pneumonia-282.png,PNEUMONIA,Viral Pneumonia,0.060825347900390625,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-717.png,Viral Pneumonia-717.png,PNEUMONIA,Viral Pneumonia,0.0363006591796875,train
covid_classifier\data\raw\Normal\Normal-5179.png,Normal-5179.png,NORMAL,Normal,0.03716468811035156,train
covid_classifier\data\raw\Normal\Normal-9381.png,Normal-9381.png,NORMAL,Normal,0.03168201446533203,train
covid_classifier\data\raw\Normal\Normal-1952.png,Normal-1952.png,NORMAL,Normal,0.030776023864746094,train
covid_classifier\data\raw\Normal\Normal-7786.png,Normal-7786.png,NORMAL,Normal,0.0335540771484375,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-909.png,Viral Pneumonia-909.png,PNEUMONIA,Viral Pneumonia,0.035439491271972656,train
covid_classifier\data\raw\Normal\Normal-5837.png,Normal-5837.png,NORMAL,Normal,0.03186607360839844,train
covid_classifier\data\raw\COVID\COVID-346.png,COVID-346.png,COVID-19,COVID,0.034720420837402344,train
covid_classifier\data\raw\COVID\COVID-550.png,COVID-550.png,COVID-19,COVID,0.03485870361328125,train
covid_classifier\data\raw\Normal\Normal-8447.png,Normal-8447.png,NORMAL,Normal,0.030550003051757812,train
covid_classifier\data\raw\Normal\Normal-7287.png,Normal-7287.png,NORMAL,Normal,0.03659629821777344,train
covid_classifier\data\raw\Normal\Normal-423.png,Normal-423.png,NORMAL,Normal,0.03919506072998047,train
covid_classifier\data\raw\Normal\Normal-2611.png,Normal-2611.png,NORMAL,Normal,0.03274726867675781,train
covid_classifier\data\raw\COVID\COVID-944.png,COVID-944.png,COVID-19,COVID,0.033069610595703125,train
covid_classifier\data\raw\Normal\Normal-2250.png,Normal-2250.png,NORMAL,Normal,0.03414630889892578,train
covid_classifier\data\raw\COVID\COVID-858.png,COVID-858.png,COVID-19,COVID,0.032362937927246094,train
covid_classifier\data\raw\Normal\Normal-2905.png,Normal-2905.png,NORMAL,Normal,0.03143119812011719,train
covid_classifier\data\raw\Normal\Normal-8379.png,Normal-8379.png,NORMAL,Normal,0.035889625549316406,train
covid_classifier\data\raw\COVID\COVID-641.png,COVID-641.png,COVID-19,COVID,0.03558349609375,train
covid_classifier\data\raw\COVID\COVID-88.png,COVID-88.png,COVID-19,COVID,0.032797813415527344,train
covid_classifier\data\raw\Normal\Normal-1663.png,Normal-1663.png,NORMAL,Normal,0.030091285705566406,train
covid_classifier\data\raw\COVID\COVID-3401.png,COVID-3401.png,COVID-19,COVID,0.03832817077636719,train
covid_classifier\data\raw\Normal\Normal-7781.png,Normal-7781.png,NORMAL,Normal,0.03584766387939453,train
covid_classifier\data\raw\Normal\Normal-5377.png,Normal-5377.png,NORMAL,Normal,0.034702301025390625,train
covid_classifier\data\raw\Normal\Normal-9702.png,Normal-9702.png,NORMAL,Normal,0.026604652404785156,train
covid_classifier\data\raw\Normal\Normal-3140.png,Normal-3140.png,NORMAL,Normal,0.035614013671875,train
covid_classifier\data\raw\Normal\Normal-3831.png,Normal-3831.png,NORMAL,Normal,0.033356666564941406,train
covid_classifier\data\raw\COVID\COVID-1029.png,COVID-1029.png,COVID-19,COVID,0.03233623504638672,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1286.png,Viral Pneumonia-1286.png,PNEUMONIA,Viral Pneumonia,0.040938377380371094,train
covid_classifier\data\raw\Normal\Normal-8864.png,Normal-8864.png,NORMAL,Normal,0.03337287902832031,train
covid_classifier\data\raw\Normal\Normal-1011.png,Normal-1011.png,NORMAL,Normal,0.04116058349609375,train
covid_classifier\data\raw\Normal\Normal-3502.png,Normal-3502.png,NORMAL,Normal,0.03435325622558594,train
covid_classifier\data\raw\Normal\Normal-4984.png,Normal-4984.png,NORMAL,Normal,0.035312652587890625,train
covid_classifier\data\raw\Normal\Normal-2764.png,Normal-2764.png,NORMAL,Normal,0.03745746612548828,train
covid_classifier\data\raw\Normal\Normal-2150.png,Normal-2150.png,NORMAL,Normal,0.03217124938964844,train
covid_classifier\data\raw\COVID\COVID-3511.png,COVID-3511.png,COVID-19,COVID,0.03901863098144531,train
covid_classifier\data\raw\Normal\Normal-1159.png,Normal-1159.png,NORMAL,Normal,0.0382843017578125,train
covid_classifier\data\raw\Normal\Normal-5444.png,Normal-5444.png,NORMAL,Normal,0.03355216979980469,train
covid_classifier\data\raw\Normal\Normal-3010.png,Normal-3010.png,NORMAL,Normal,0.030626296997070312,train
covid_classifier\data\raw\COVID\COVID-1760.png,COVID-1760.png,COVID-19,COVID,0.030384063720703125,train
covid_classifier\data\raw\Normal\Normal-5243.png,Normal-5243.png,NORMAL,Normal,0.033905982971191406,train
covid_classifier\data\raw\Normal\Normal-8028.png,Normal-8028.png,NORMAL,Normal,0.036828041076660156,train
covid_classifier\data\raw\Normal\Normal-934.png,Normal-934.png,NORMAL,Normal,0.039750099182128906,train
covid_classifier\data\raw\COVID\COVID-3106.png,COVID-3106.png,COVID-19,COVID,0.029893875122070312,train
covid_classifier\data\raw\Normal\Normal-4311.png,Normal-4311.png,NORMAL,Normal,0.030536651611328125,train
covid_classifier\data\raw\Normal\Normal-23.png,Normal-23.png,NORMAL,Normal,0.037906646728515625,train
covid_classifier\data\raw\Normal\Normal-3652.png,Normal-3652.png,NORMAL,Normal,0.03709125518798828,train
covid_classifier\data\raw\COVID\COVID-195.png,COVID-195.png,COVID-19,COVID,0.03329658508300781,train
covid_classifier\data\raw\Normal\Normal-1217.png,Normal-1217.png,NORMAL,Normal,0.04111671447753906,train
covid_classifier\data\raw\Normal\Normal-2118.png,Normal-2118.png,NORMAL,Normal,0.029016494750976562,train
covid_classifier\data\raw\Normal\Normal-2571.png,Normal-2571.png,NORMAL,Normal,0.03597068786621094,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-389.png,Viral Pneumonia-389.png,PNEUMONIA,Viral Pneumonia,0.05420207977294922,train
covid_classifier\data\raw\Normal\Normal-9070.png,Normal-9070.png,NORMAL,Normal,0.03628253936767578,train
covid_classifier\data\raw\Normal\Normal-5648.png,Normal-5648.png,NORMAL,Normal,0.03697776794433594,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-43.png,Viral Pneumonia-43.png,PNEUMONIA,Viral Pneumonia,0.037845611572265625,train
covid_classifier\data\raw\Normal\Normal-951.png,Normal-951.png,NORMAL,Normal,0.040302276611328125,train
covid_classifier\data\raw\COVID\COVID-2240.png,COVID-2240.png,COVID-19,COVID,0.03655433654785156,train
covid_classifier\data\raw\Normal\Normal-9339.png,Normal-9339.png,NORMAL,Normal,0.0372161865234375,train
covid_classifier\data\raw\COVID\COVID-1731.png,COVID-1731.png,COVID-19,COVID,0.034241676330566406,train
covid_classifier\data\raw\Normal\Normal-5083.png,Normal-5083.png,NORMAL,Normal,0.03668022155761719,train
covid_classifier\data\raw\Normal\Normal-2667.png,Normal-2667.png,NORMAL,Normal,0.035012245178222656,train
covid_classifier\data\raw\Normal\Normal-9415.png,Normal-9415.png,NORMAL,Normal,0.03690814971923828,train
covid_classifier\data\raw\Normal\Normal-3231.png,Normal-3231.png,NORMAL,Normal,0.03382587432861328,train
covid_classifier\data\raw\Normal\Normal-8422.png,Normal-8422.png,NORMAL,Normal,0.03726482391357422,train
covid_classifier\data\raw\Normal\Normal-1593.png,Normal-1593.png,NORMAL,Normal,0.031375885009765625,train
covid_classifier\data\raw\Normal\Normal-3410.png,Normal-3410.png,NORMAL,Normal,0.03511238098144531,train
covid_classifier\data\raw\Normal\Normal-5814.png,Normal-5814.png,NORMAL,Normal,0.03601264953613281,train
covid_classifier\data\raw\Normal\Normal-4599.png,Normal-4599.png,NORMAL,Normal,0.036296844482421875,train
covid_classifier\data\raw\Normal\Normal-5592.png,Normal-5592.png,NORMAL,Normal,0.035602569580078125,train
covid_classifier\data\raw\COVID\COVID-1111.png,COVID-1111.png,COVID-19,COVID,0.034111976623535156,train
covid_classifier\data\raw\Normal\Normal-1394.png,Normal-1394.png,NORMAL,Normal,0.035617828369140625,train
covid_classifier\data\raw\Normal\Normal-6420.png,Normal-6420.png,NORMAL,Normal,0.03221702575683594,train
covid_classifier\data\raw\Normal\Normal-2617.png,Normal-2617.png,NORMAL,Normal,0.03569602966308594,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-726.png,Viral Pneumonia-726.png,PNEUMONIA,Viral Pneumonia,0.039656639099121094,train
covid_classifier\data\raw\Normal\Normal-4580.png,Normal-4580.png,NORMAL,Normal,0.034882545471191406,train
covid_classifier\data\raw\Normal\Normal-1161.png,Normal-1161.png,NORMAL,Normal,0.041230201721191406,train
covid_classifier\data\raw\COVID\COVID-91.png,COVID-91.png,COVID-19,COVID,0.03620338439941406,train
covid_classifier\data\raw\Normal\Normal-4553.png,Normal-4553.png,NORMAL,Normal,0.03676891326904297,train
covid_classifier\data\raw\COVID\COVID-1086.png,COVID-1086.png,COVID-19,COVID,0.02148723602294922,train
covid_classifier\data\raw\Normal\Normal-1655.png,Normal-1655.png,NORMAL,Normal,0.03453254699707031,train
covid_classifier\data\raw\Normal\Normal-5722.png,Normal-5722.png,NORMAL,Normal,0.03475666046142578,train
covid_classifier\data\raw\Normal\Normal-3904.png,Normal-3904.png,NORMAL,Normal,0.03425407409667969,train
covid_classifier\data\raw\Normal\Normal-938.png,Normal-938.png,NORMAL,Normal,0.04085063934326172,train
covid_classifier\data\raw\Normal\Normal-7783.png,Normal-7783.png,NORMAL,Normal,0.035297393798828125,train
covid_classifier\data\raw\Normal\Normal-750.png,Normal-750.png,NORMAL,Normal,0.03903007507324219,train
covid_classifier\data\raw\Normal\Normal-5539.png,Normal-5539.png,NORMAL,Normal,0.034369468688964844,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1264.png,Viral Pneumonia-1264.png,PNEUMONIA,Viral Pneumonia,0.040596961975097656,train
covid_classifier\data\raw\COVID\COVID-3244.png,COVID-3244.png,COVID-19,COVID,0.037380218505859375,train
covid_classifier\data\raw\COVID\COVID-2649.png,COVID-2649.png,COVID-19,COVID,0.03703498840332031,train
covid_classifier\data\raw\Normal\Normal-8330.png,Normal-8330.png,NORMAL,Normal,0.03753471374511719,train
covid_classifier\data\raw\COVID\COVID-1564.png,COVID-1564.png,COVID-19,COVID,0.03256702423095703,train
covid_classifier\data\raw\COVID\COVID-588.png,COVID-588.png,COVID-19,COVID,0.03285026550292969,train
covid_classifier\data\raw\Normal\Normal-3065.png,Normal-3065.png,NORMAL,Normal,0.03561687469482422,train
covid_classifier\data\raw\Normal\Normal-6123.png,Normal-6123.png,NORMAL,Normal,0.03143024444580078,train
covid_classifier\data\raw\COVID\COVID-565.png,COVID-565.png,COVID-19,COVID,0.03374958038330078,train
covid_classifier\data\raw\Normal\Normal-921.png,Normal-921.png,NORMAL,Normal,0.040551185607910156,train
covid_classifier\data\raw\Normal\Normal-9440.png,Normal-9440.png,NORMAL,Normal,0.03696918487548828,train
covid_classifier\data\raw\Normal\Normal-8853.png,Normal-8853.png,NORMAL,Normal,0.03636360168457031,train
covid_classifier\data\raw\Normal\Normal-1833.png,Normal-1833.png,NORMAL,Normal,0.038848876953125,train
covid_classifier\data\raw\COVID\COVID-2997.png,COVID-2997.png,COVID-19,COVID,0.03586769104003906,train
covid_classifier\data\raw\Normal\Normal-3722.png,Normal-3722.png,NORMAL,Normal,0.03267478942871094,train
covid_classifier\data\raw\Normal\Normal-6178.png,Normal-6178.png,NORMAL,Normal,0.034694671630859375,train
covid_classifier\data\raw\Normal\Normal-440.png,Normal-440.png,NORMAL,Normal,0.04057025909423828,train
covid_classifier\data\raw\Normal\Normal-7869.png,Normal-7869.png,NORMAL,Normal,0.03558540344238281,train
covid_classifier\data\raw\Normal\Normal-7617.png,Normal-7617.png,NORMAL,Normal,0.035475730895996094,train
covid_classifier\data\raw\Normal\Normal-8903.png,Normal-8903.png,NORMAL,Normal,0.03249549865722656,train
covid_classifier\data\raw\Normal\Normal-1683.png,Normal-1683.png,NORMAL,Normal,0.03573131561279297,train
covid_classifier\data\raw\Normal\Normal-917.png,Normal-917.png,NORMAL,Normal,0.041022300720214844,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-184.png,Viral Pneumonia-184.png,PNEUMONIA,Viral Pneumonia,0.044936180114746094,train
covid_classifier\data\raw\Normal\Normal-6081.png,Normal-6081.png,NORMAL,Normal,0.03508281707763672,train
covid_classifier\data\raw\Normal\Normal-3620.png,Normal-3620.png,NORMAL,Normal,0.03499603271484375,train
covid_classifier\data\raw\Normal\Normal-2864.png,Normal-2864.png,NORMAL,Normal,0.03161048889160156,train
covid_classifier\data\raw\Normal\Normal-1861.png,Normal-1861.png,NORMAL,Normal,0.03134346008300781,train
covid_classifier\data\raw\Normal\Normal-6563.png,Normal-6563.png,NORMAL,Normal,0.035185813903808594,train
covid_classifier\data\raw\Normal\Normal-4096.png,Normal-4096.png,NORMAL,Normal,0.03647804260253906,train
covid_classifier\data\raw\Normal\Normal-8423.png,Normal-8423.png,NORMAL,Normal,0.03484821319580078,train
covid_classifier\data\raw\Normal\Normal-311.png,Normal-311.png,NORMAL,Normal,0.03634071350097656,train
covid_classifier\data\raw\Normal\Normal-3018.png,Normal-3018.png,NORMAL,Normal,0.03728675842285156,train
covid_classifier\data\raw\Normal\Normal-430.png,Normal-430.png,NORMAL,Normal,0.037947654724121094,train
covid_classifier\data\raw\Normal\Normal-6662.png,Normal-6662.png,NORMAL,Normal,0.037705421447753906,train
covid_classifier\data\raw\Normal\Normal-8761.png,Normal-8761.png,NORMAL,Normal,0.03552436828613281,train
covid_classifier\data\raw\Normal\Normal-8086.png,Normal-8086.png,NORMAL,Normal,0.02628612518310547,train
covid_classifier\data\raw\Normal\Normal-2797.png,Normal-2797.png,NORMAL,Normal,0.03682708740234375,train
covid_classifier\data\raw\Normal\Normal-6362.png,Normal-6362.png,NORMAL,Normal,0.034201622009277344,train
covid_classifier\data\raw\Normal\Normal-5317.png,Normal-5317.png,NORMAL,Normal,0.036540985107421875,train
covid_classifier\data\raw\COVID\COVID-1445.png,COVID-1445.png,COVID-19,COVID,0.035307884216308594,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-247.png,Viral Pneumonia-247.png,PNEUMONIA,Viral Pneumonia,0.04805946350097656,train
covid_classifier\data\raw\Normal\Normal-8686.png,Normal-8686.png,NORMAL,Normal,0.034150123596191406,train
covid_classifier\data\raw\Normal\Normal-9331.png,Normal-9331.png,NORMAL,Normal,0.03724193572998047,train
covid_classifier\data\raw\Normal\Normal-6781.png,Normal-6781.png,NORMAL,Normal,0.032405853271484375,train
covid_classifier\data\raw\COVID\COVID-2590.png,COVID-2590.png,COVID-19,COVID,0.03844928741455078,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-71.png,Viral Pneumonia-71.png,PNEUMONIA,Viral Pneumonia,0.036380767822265625,train
covid_classifier\data\raw\Normal\Normal-1799.png,Normal-1799.png,NORMAL,Normal,0.036530494689941406,train
covid_classifier\data\raw\Normal\Normal-9110.png,Normal-9110.png,NORMAL,Normal,0.03391742706298828,train
covid_classifier\data\raw\COVID\COVID-2551.png,COVID-2551.png,COVID-19,COVID,0.03767585754394531,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1334.png,Viral Pneumonia-1334.png,PNEUMONIA,Viral Pneumonia,0.037654876708984375,train
covid_classifier\data\raw\COVID\COVID-1681.png,COVID-1681.png,COVID-19,COVID,0.033855438232421875,train
covid_classifier\data\raw\COVID\COVID-2964.png,COVID-2964.png,COVID-19,COVID,0.04136943817138672,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-819.png,Viral Pneumonia-819.png,PNEUMONIA,Viral Pneumonia,0.036431312561035156,train
covid_classifier\data\raw\Normal\Normal-966.png,Normal-966.png,NORMAL,Normal,0.041866302490234375,train
covid_classifier\data\raw\Normal\Normal-2198.png,Normal-2198.png,NORMAL,Normal,0.03243446350097656,train
covid_classifier\data\raw\Normal\Normal-2954.png,Normal-2954.png,NORMAL,Normal,0.03507041931152344,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1000.png,Viral Pneumonia-1000.png,PNEUMONIA,Viral Pneumonia,0.038323402404785156,train
covid_classifier\data\raw\Normal\Normal-3862.png,Normal-3862.png,NORMAL,Normal,0.03438568115234375,train
covid_classifier\data\raw\Normal\Normal-5552.png,Normal-5552.png,NORMAL,Normal,0.034961700439453125,train
covid_classifier\data\raw\Normal\Normal-3134.png,Normal-3134.png,NORMAL,Normal,0.03455638885498047,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-863.png,Viral Pneumonia-863.png,PNEUMONIA,Viral Pneumonia,0.03869915008544922,train
covid_classifier\data\raw\Normal\Normal-100.png,Normal-100.png,NORMAL,Normal,0.039669036865234375,train
covid_classifier\data\raw\Normal\Normal-4588.png,Normal-4588.png,NORMAL,Normal,0.03594398498535156,train
covid_classifier\data\raw\COVID\COVID-1695.png,COVID-1695.png,COVID-19,COVID,0.03171062469482422,train
covid_classifier\data\raw\Normal\Normal-591.png,Normal-591.png,NORMAL,Normal,0.039114952087402344,train
covid_classifier\data\raw\COVID\COVID-575.png,COVID-575.png,COVID-19,COVID,0.03686046600341797,train
covid_classifier\data\raw\Normal\Normal-9056.png,Normal-9056.png,NORMAL,Normal,0.03673267364501953,train
covid_classifier\data\raw\Normal\Normal-7520.png,Normal-7520.png,NORMAL,Normal,0.03934192657470703,train
covid_classifier\data\raw\Normal\Normal-5400.png,Normal-5400.png,NORMAL,Normal,0.03313732147216797,train
covid_classifier\data\raw\COVID\COVID-1748.png,COVID-1748.png,COVID-19,COVID,0.032222747802734375,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-1167.png,Viral Pneumonia-1167.png,PNEUMONIA,Viral Pneumonia,0.03450584411621094,train
covid_classifier\data\raw\Normal\Normal-2614.png,Normal-2614.png,NORMAL,Normal,0.034759521484375,train
covid_classifier\data\raw\Normal\Normal-10138.png,Normal-10138.png,NORMAL,Normal,0.03602886199951172,train
covid_classifier\data\raw\Normal\Normal-2485.png,Normal-2485.png,NORMAL,Normal,0.03773307800292969,train
covid_classifier\data\raw\Normal\Normal-9116.png,Normal-9116.png,NORMAL,Normal,0.0379180908203125,train
covid_classifier\data\raw\Normal\Normal-3114.png,Normal-3114.png,NORMAL,Normal,0.036502838134765625,train
covid_classifier\data\raw\COVID\COVID-1271.png,COVID-1271.png,COVID-19,COVID,0.04013824462890625,train
covid_classifier\data\raw\Normal\Normal-3698.png,Normal-3698.png,NORMAL,Normal,0.03690814971923828,train
covid_classifier\data\raw\Normal\Normal-5361.png,Normal-5361.png,NORMAL,Normal,0.03562641143798828,train
covid_classifier\data\raw\Normal\Normal-1265.png,Normal-1265.png,NORMAL,Normal,0.04065990447998047,train
covid_classifier\data\raw\COVID\COVID-2216.png,COVID-2216.png,COVID-19,COVID,0.04175281524658203,train
covid_classifier\data\raw\COVID\COVID-2860.png,COVID-2860.png,COVID-19,COVID,0.03777885437011719,train
covid_classifier\data\raw\Normal\Normal-962.png,Normal-962.png,NORMAL,Normal,0.04372596740722656,train
covid_classifier\data\raw\COVID\COVID-1330.png,COVID-1330.png,COVID-19,COVID,0.042565345764160156,train
covid_classifier\data\raw\Normal\Normal-82.png,Normal-82.png,NORMAL,Normal,0.040169715881347656,train
covid_classifier\data\raw\Normal\Normal-2530.png,Normal-2530.png,NORMAL,Normal,0.03424358367919922,train
covid_classifier\data\raw\Normal\Normal-7064.png,Normal-7064.png,NORMAL,Normal,0.03676605224609375,train
covid_classifier\data\raw\Normal\Normal-7083.png,Normal-7083.png,NORMAL,Normal,0.031083106994628906,train
covid_classifier\data\raw\COVID\COVID-3318.png,COVID-3318.png,COVID-19,COVID,0.033516883850097656,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-121.png,Viral Pneumonia-121.png,PNEUMONIA,Viral Pneumonia,0.038229942321777344,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-729.png,Viral Pneumonia-729.png,PNEUMONIA,Viral Pneumonia,0.03399085998535156,train
covid_classifier\data\raw\Normal\Normal-4441.png,Normal-4441.png,NORMAL,Normal,0.03692913055419922,train
covid_classifier\data\raw\Normal\Normal-719.png,Normal-719.png,NORMAL,Normal,0.03976631164550781,train
covid_classifier\data\raw\Normal\Normal-3660.png,Normal-3660.png,NORMAL,Normal,0.038199424743652344,train
covid_classifier\data\raw\COVID\COVID-2635.png,COVID-2635.png,COVID-19,COVID,0.037108421325683594,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-422.png,Viral Pneumonia-422.png,PNEUMONIA,Viral Pneumonia,0.06548500061035156,train
covid_classifier\data\raw\Normal\Normal-6432.png,Normal-6432.png,NORMAL,Normal,0.03552818298339844,train
covid_classifier\data\raw\Normal\Normal-8608.png,Normal-8608.png,NORMAL,Normal,0.035981178283691406,train
covid_classifier\data\raw\Normal\Normal-9262.png,Normal-9262.png,NORMAL,Normal,0.035358428955078125,train
covid_classifier\data\raw\Normal\Normal-3555.png,Normal-3555.png,NORMAL,Normal,0.03573894500732422,train
covid_classifier\data\raw\COVID\COVID-2496.png,COVID-2496.png,COVID-19,COVID,0.032688140869140625,train
covid_classifier\data\raw\COVID\COVID-1758.png,COVID-1758.png,COVID-19,COVID,0.04264545440673828,train
covid_classifier\data\raw\Viral Pneumonia\Viral Pneumonia-50.png,Viral Pneumonia-50.png,PNEUMONIA,Viral Pneumonia,0.039772987365722656,train
